trainNumber	stopOrder	station	arrivalTime	departureTime
K294/K295	2	禹城	2820	3000
K294/K295	3	平原	4440	4980
K294/K295	4	德州	6960	7140
K294/K295	5	吴桥	8040	8160
K294/K295	6	东光	9420	9540
K294/K295	7	沧州	11580	11880
K294/K295	8	静海	14400	14580
K294/K295	9	天津	17700	18180
K294/K295	10	唐山	24480	24720
K294/K295	11	锦州	39660	39900
K294/K295	12	沟帮子	42360	42900
K294/K295	13	沈阳北	52440	52920
K294/K295	14	昌图	57660	57780
K294/K295	15	四平	60000	60120
K294/K295	16	公主岭	62100	62820
K294/K295	17	长春	65460	66060
K294/K295	18	德惠	69600	69720
K294/K295	19	扶余	72300	72480
K294/K295	20	双城堡	74580	74700
K294/K295	21	哈尔滨西	76620	77580
K294/K295	22	哈尔滨	78300	79380
K294/K295	23	大庆	85020	86100
K294/K295	24	齐齐哈尔	90960	0
K297/K300	0	广州东	0	0
K297/K300	1	东莞东	4080	4440
K297/K300	2	惠州	7020	7320
K297/K300	3	河源	10500	10740
K297/K300	4	龙川	14160	15180
K297/K300	5	兴宁	18360	18600
K297/K300	6	梅州	21480	21840
K297/K300	7	大埔	25980	26220
K297/K300	8	永定	29400	29640
K297/K300	9	龙岩	33420	34800
K297/K300	10	厦门北	40500	0
K298/K299	0	厦门北	0	0
K298/K299	1	龙岩	7200	8760
K298/K299	2	永定	13200	13440
K298/K299	3	大埔	16680	16800
K298/K299	4	梅州	20100	20460
K298/K299	5	兴宁	23280	23460
K298/K299	6	龙川	27300	28500
K298/K299	7	河源	31860	32040
K298/K299	8	惠州	35280	35520
K298/K299	9	东莞东	38220	38700
K298/K299	10	广州东	42060	0
K301/K304	0	连云港东	0	0
K301/K304	1	连云港	1680	1920
K301/K304	2	东海县	3540	3780
K301/K304	3	新沂	5580	5880
K301/K304	4	邳州	7320	7500
K301/K304	5	徐州	11820	13800
K301/K304	6	淮北	17100	17580
K301/K304	7	涡阳	20580	20940
K301/K304	8	阜阳	25380	26580
K301/K304	9	阜南	28860	29100
K301/K304	10	潢川	32640	32880
K301/K304	11	光山	33780	33960
K301/K304	12	麻城	37740	38040
K301/K304	13	黄州	40440	40620
K301/K304	14	蕲春	43080	43320
K301/K304	15	九江	47160	47640
K301/K304	16	南昌	52260	53400
K301/K304	17	宜春	61740	61980
K301/K304	18	萍乡	64620	64860
K301/K304	19	株洲	69480	70860
K301/K304	20	衡阳	75900	76260
K301/K304	21	耒阳	78960	79140
K301/K304	22	郴州	82680	83040
K301/K304	23	乐昌	87000	87180
K301/K304	24	韶关东	89340	89700
K301/K304	25	广州	99180	0
K302	0	广州	0	0
K302	1	韶关东	8340	8700
K302	2	郴州	14640	15000
K302	3	衡阳	21300	21660
K302	4	株洲	26820	28020
K302	5	萍乡	31080	31380
K302	6	宜春	33960	34200
K302	7	新余	36300	36540
K302	8	樟树	40260	40440
K302	9	丰城	41460	41640
K302	10	向塘	43200	43560
K302	11	南昌	44880	46080
K302	12	九江	51600	51840
K302	13	蕲春	56760	56940
K302	14	浠水	58140	58320
K302	15	黄州	59760	59940
K302	16	麻城	62340	63000
K302	17	潢川	67440	67680
K302	18	淮滨	70080	70260
K302	19	阜阳	72720	73680
K302	20	涡阳	77040	77340
K302	21	淮北	80700	81000
K302	22	徐州	85740	0
K305/K308	0	温州	0	0
K305/K308	1	青田	3540	3720
K305/K308	2	丽水	8820	8940
K305/K308	3	缙云	10860	10980
K305/K308	4	永康	12840	13140
K305/K308	5	武义	14340	14520
K305/K308	6	金华南	16320	17820
K305/K308	7	义乌	21300	21480
K305/K308	8	杭州	26640	27420
K305/K308	9	长兴南	31740	32040
K305/K308	10	宣城	36060	36240
K305/K308	11	芜湖	39660	40020
K305/K308	12	巢湖	42540	42780
K305/K308	13	合肥	45600	46500
K305/K308	14	六安	49920	50160
K305/K308	15	固始	57900	58200
K305/K308	16	商城	59280	59520
K305/K308	17	潢川	61080	61320
K305/K308	18	息县	63060	63240
K305/K308	19	罗山	64500	64680
K305/K308	20	信阳	66840	67920
K305/K308	21	桐柏	72120	72360
K305/K308	22	唐河	75120	75360
K305/K308	23	南阳	78480	80880
K305/K308	24	镇平	82620	82920
K305/K308	25	西峡	85740	86040
K305/K308	26	商南	89700	89880
K305/K308	27	丹凤	92520	92700
K305/K308	28	商洛	94560	94740
K305/K308	29	西安	103320	103920
K305/K308	30	宝鸡	110700	111900
K305/K308	31	天水	118080	118440
K305/K308	32	武山	122340	122520
K305/K308	33	陇西	124080	124260
K305/K308	34	定西	127620	127800
K305/K308	35	兰州	133200	0
K306/K307	0	兰州	0	0
K306/K307	1	定西	4560	4740
K306/K307	2	陇西	7920	8040
K306/K307	3	甘谷	11280	11400
K306/K307	4	天水	15840	16200
K306/K307	5	宝鸡	25680	26880
K306/K307	6	咸阳	32280	32460
K306/K307	7	西安	33900	34500
K306/K307	8	商洛	44160	44280
K306/K307	9	丹凤	46140	46320
K306/K307	10	商南	50100	50340
K306/K307	11	西峡	53580	53880
K306/K307	12	内乡	55680	55980
K306/K307	13	南阳	59040	61740
K306/K307	14	唐河	65040	65400
K306/K307	15	桐柏	68460	68760
K306/K307	16	信阳	73380	74100
K306/K307	17	罗山	76020	76200
K306/K307	18	息县	77460	77640
K306/K307	19	潢川	79380	79680
K306/K307	20	商城	81240	81420
K306/K307	21	固始	82500	82800
K306/K307	22	六安	86100	86340
K306/K307	23	合肥	89940	90960
K306/K307	24	巢湖	93480	93720
K306/K307	25	芜湖	96660	97020
K306/K307	26	宣城	100140	100440
K306/K307	27	长兴南	104460	104760
K306/K307	28	杭州	109620	110580
K306/K307	29	义乌	120540	120720
K306/K307	30	金华南	123900	125520
K306/K307	31	武义	127020	127140
K306/K307	32	永康	128340	128760
K306/K307	33	缙云	131820	132180
K306/K307	34	丽水	134580	134760
K306/K307	35	温州	146880	0
K315/K318	0	西安	0	0
K315/K318	1	商洛	8160	8460
K315/K318	2	丹凤	10320	10500
K315/K318	3	商南	14160	15240
K315/K318	4	南阳	23820	25920
K315/K318	5	信阳	35820	37980
K315/K318	6	广水	40740	41280
K315/K318	7	武昌	50220	51540
K315/K318	8	岳阳	61140	61680
K315/K318	9	长沙	66960	67620
K315/K318	10	株洲	69960	70380
K315/K318	11	衡阳	76200	78120
K315/K318	12	祁东	82860	83460
K315/K318	13	祁阳	84600	84900
K315/K318	14	永州	86640	87000
K315/K318	15	东安东	88260	88440
K315/K318	16	全州南	90720	90900
K315/K318	17	兴安北	92880	93060
K315/K318	18	桂林北	95220	96540
K315/K318	19	柳州	106080	106620
K315/K318	20	南宁	125580	0
K316/K317	0	南宁	0	0
K316/K317	1	黎塘	5340	5640
K316/K317	2	来宾	8340	8760
K316/K317	3	柳州	11940	12360
K316/K317	4	鹿寨	14580	14760
K316/K317	5	桂林北	23460	25200
K316/K317	6	东安东	32880	33180
K316/K317	7	永州	34500	35640
K316/K317	8	祁东	37920	38100
K316/K317	9	衡阳	41460	43080
K316/K317	10	株洲	48180	48960
K316/K317	11	长沙	51240	51600
K316/K317	12	岳阳	56640	57360
K316/K317	13	武昌	67080	69000
K316/K317	14	信阳	78660	79020
K316/K317	15	唐河	90660	91380
K316/K317	16	南阳	95520	97320
K316/K317	17	镇平	99060	99240
K316/K317	18	内乡	100560	100740
K316/K317	19	西峡	102420	102660
K316/K317	20	商南	106080	106200
K316/K317	21	丹凤	108840	109620
K316/K317	22	商洛	111480	111600
K316/K317	23	西安	121260	0
K321/K324	0	银川	0	0
K321/K324	1	灵武	2280	2400
K321/K324	2	宁东	3240	3420
K321/K324	3	盐池	7380	7620
K321/K324	4	定边	9000	9180
K321/K324	5	靖边	13920	14280
K321/K324	6	子洲	19500	20280
K321/K324	7	绥德	21420	21600
K321/K324	8	清涧县	23820	23940
K321/K324	9	子长	24960	25080
K321/K324	10	延安	28980	29220
K321/K324	11	富县东	31740	31860
K321/K324	12	蒲城东	38100	38340
K321/K324	13	西安	43800	0
K322/K323	0	西安	0	0
K322/K323	1	黄陵南	7500	7620
K322/K323	2	延安	11760	11940
K322/K323	3	子长	16140	16260
K322/K323	4	绥德	20400	20580
K322/K323	5	子洲	21720	21840
K322/K323	6	靖边	26640	27000
K322/K323	7	定边	31800	31920
K322/K323	8	宁东	37260	38100
K322/K323	9	银川	41820	0
K325/K328	0	温州	0	0
K325/K328	1	青田	3180	3300
K325/K328	2	丽水	6960	7620
K325/K328	3	缙云	9600	9840
K325/K328	4	永康	12360	13020
K325/K328	5	武义	14220	14400
K325/K328	6	金华南	15900	16140
K325/K328	7	金华	17220	17940
K325/K328	8	龙游	20220	21000
K325/K328	9	衢州	22380	22560
K325/K328	10	鹰潭	31560	32040
K325/K328	11	新余	40500	40680
K325/K328	12	宜春	42780	43380
K325/K328	13	萍乡	46020	46320
K325/K328	14	醴陵	47820	48480
K325/K328	15	株洲	51300	53400
K325/K328	16	衡阳	58500	58860
K325/K328	17	郴州	64920	65280
K325/K328	18	韶关东	71220	71580
K325/K328	19	源潭	77160	77280
K325/K328	20	广州北	79080	79980
K325/K328	21	广州	82860	0
K326/K327	0	广州	0	0
K326/K327	1	广州北	1320	1500
K326/K327	2	韶关东	8700	9060
K326/K327	3	郴州	15000	15360
K326/K327	4	衡阳	21660	22020
K326/K327	5	株洲	27900	29280
K326/K327	6	醴陵	31080	31320
K326/K327	7	萍乡	32760	33000
K326/K327	8	宜春	35580	35820
K326/K327	9	新余	37920	38160
K326/K327	10	鹰潭	47160	48480
K326/K327	11	上饶	52440	52920
K326/K327	12	金华	68280	69000
K326/K327	13	武义	71100	71280
K326/K327	14	永康	72480	72600
K326/K327	15	缙云	74460	74580
K326/K327	16	丽水	76500	76620
K326/K327	17	青田	82200	82320
K326/K327	18	温州	85500	0
K329/K332	0	天津	0	0
K329/K332	1	霸州	4980	5160
K329/K332	2	任丘	7320	7440
K329/K332	3	肃宁	9060	9240
K329/K332	4	衡水	12720	13080
K329/K332	5	聊城	19080	19920
K329/K332	6	菏泽	25320	25500
K329/K332	7	商丘	29940	30480
K329/K332	8	郑州	38220	39900
K329/K332	9	巩义	43380	43500
K329/K332	10	偃师	44460	44580
K329/K332	11	洛阳	46020	0
K330/K331	0	洛阳	0	0
K330/K331	1	洛阳东	480	600
K330/K331	2	偃师	1800	1920
K330/K331	3	巩义	3000	3180
K330/K331	4	郑州	6600	7920
K330/K331	5	开封	10800	10980
K330/K331	6	兰考	12660	12840
K330/K331	7	民权	14160	14280
K330/K331	8	商丘	16680	17040
K330/K331	9	曹县	19440	19560
K330/K331	10	菏泽	21420	21660
K330/K331	11	聊城	26940	27420
K330/K331	12	衡水	33960	34320
K330/K331	13	任丘	38580	39360
K330/K331	14	霸州	42480	42600
K330/K331	15	天津	47640	0
K339	0	北京	0	0
K339	1	唐山北	5700	5940
K339	2	滦县	8160	9180
K339	3	秦皇岛	12600	12780
K339	4	山海关	14220	14580
K339	5	绥中	17100	17280
K339	6	兴城	19020	19140
K339	7	葫芦岛	20160	20340
K339	8	锦州	22680	23040
K339	9	沟帮子	25440	25620
K339	10	沈阳北	34320	34860
K339	11	铁岭	38820	39000
K339	12	公主岭	45660	45780
K339	13	长春	48300	48780
K339	14	哈尔滨东	59280	61620
K339	15	绥化	66420	66780
K339	16	庆安	69180	69300
K339	17	铁力	71340	71520
K339	18	朗乡	75300	75480
K339	19	带岭	76380	76560
K339	20	南岔	78300	78540
K339	21	浩良河	81120	81240
K339	22	香兰	82020	82140
K339	23	汤原	83040	83400
K339	24	佳木斯	85620	0
K340	0	佳木斯	0	0
K340	1	带岭	7680	7860
K340	2	庆安	13800	14040
K340	3	绥化	16620	16920
K340	4	呼兰	20400	20580
K340	5	哈尔滨东	22080	24060
K340	6	双城堡	27660	27780
K340	7	扶余	29880	30000
K340	8	德惠	32280	32400
K340	9	长春	35820	36900
K340	10	公主岭	39240	39360
K340	11	四平	41760	41880
K340	12	沈阳北	51180	51900
K340	13	秦皇岛	70080	70380
K340	14	北戴河	71400	71640
K340	15	滦县	74340	74520
K340	16	唐山北	76800	77460
K340	17	玉田县	78780	78900
K340	18	三河县	80940	81060
K340	19	燕郊	82140	82740
K340	20	北京	84900	0
K341/K344	0	青岛北	0	0
K341/K344	1	潍坊	6240	6600
K341/K344	2	淄博	10440	10620
K341/K344	3	济南	15660	16560
K341/K344	4	泰山	19680	19860
K341/K344	5	兖州	23340	24780
K341/K344	6	济宁	26160	26340
K341/K344	7	嘉祥	27360	27540
K341/K344	8	菏泽	30960	31440
K341/K344	9	曹县	33540	33780
K341/K344	10	商丘南	36060	36240
K341/K344	11	亳州	38760	39000
K341/K344	12	阜阳	43320	43800
K341/K344	13	蕲春	59340	61440
K341/K344	14	武穴	63120	63360
K341/K344	15	九江	65880	66360
K341/K344	16	南昌	70980	0
K342/K343	0	南昌	0	0
K342/K343	1	九江	5340	5580
K342/K343	2	蕲春	10380	10560
K342/K343	3	浠水	11760	11940
K342/K343	4	黄州	13380	13560
K342/K343	5	麻城	15960	16320
K342/K343	6	阜阳	25380	26100
K342/K343	7	亳州	30480	30780
K342/K343	8	商丘南	33720	34020
K342/K343	9	菏泽	38880	40080
K342/K343	10	济宁	44460	44760
K342/K343	11	兖州	46500	48120
K342/K343	12	泰山	51480	53460
K342/K343	13	济南	56940	57300
K342/K343	14	淄博	61800	62100
K342/K343	15	潍坊	65940	66420
K342/K343	16	蓝村	71100	72240
K342/K343	17	青岛北	74640	0
K345/K348	0	温州	0	0
K345/K348	1	青田	3180	3420
K345/K348	2	丽水	7620	7740
K345/K348	3	缙云	10080	10200
K345/K348	4	永康	12120	12360
K345/K348	5	武义	13560	13740
K345/K348	6	金华南	15780	17580
K345/K348	7	义乌	19980	20160
K345/K348	8	诸暨	22080	22260
K345/K348	9	杭州	26400	27120
K345/K348	10	宣城	36180	36480
K345/K348	11	芜湖	39540	39900
K345/K348	12	马鞍山	42300	42540
K345/K348	13	南京	46140	46620
K345/K348	14	滁州北	48900	49140
K345/K348	15	明光	51720	51960
K345/K348	16	蚌埠	54720	55020
K345/K348	17	宿州	58560	58800
K345/K348	18	徐州	62040	63240
K345/K348	19	枣庄西	67800	67980
K345/K348	20	滕州	69300	69480
K345/K348	21	兖州	71940	72120
K345/K348	22	磁窑	74160	74340
K345/K348	23	泰山	75840	76020
K345/K348	24	济南	79500	80160
K345/K348	25	晏城	82020	82200
K345/K348	26	禹城	82980	83100
K345/K348	27	德州	86400	86580
K345/K348	28	泊头	89340	89580
K345/K348	29	沧州	91140	91500
K345/K348	30	青县	92940	93060
K345/K348	31	静海	94680	94980
K345/K348	32	天津	99240	99600
K345/K348	33	唐山	104760	105000
K345/K348	34	滦县	108000	108120
K345/K348	35	秦皇岛	111900	112080
K345/K348	36	锦州	121200	121620
K345/K348	37	盘锦	125640	125820
K345/K348	38	海城	129300	129420
K345/K348	39	鞍山	130980	131160
K345/K348	40	辽阳	132300	132420
K345/K348	41	沈阳	135300	135780
K345/K348	42	沈阳北	136200	0
K346/K347	0	沈阳北	0	0
K346/K347	1	沈阳	420	1020
K346/K347	2	苏家屯	1920	2040
K346/K347	3	辽阳	3840	4020
K346/K347	4	鞍山	5100	5280
K346/K347	5	海城	6780	6900
K346/K347	6	西柳	9120	9540
K346/K347	7	盘锦	12000	12120
K346/K347	8	沟帮子	13620	13740
K346/K347	9	锦州	16200	16440
K346/K347	10	葫芦岛	18480	18600
K346/K347	11	山海关	23880	24300
K346/K347	12	唐山	31560	32160
K346/K347	13	天津	37320	37680
K346/K347	14	沧州	42480	42660
K346/K347	15	泊头	44100	44220
K346/K347	16	德州	47520	47700
K346/K347	17	平原	49080	49380
K346/K347	18	禹城	50820	51000
K346/K347	19	晏城	51840	52020
K346/K347	20	济南	55320	56280
K346/K347	21	泰山	59400	60000
K346/K347	22	兖州	63540	63660
K346/K347	23	滕州	65940	66060
K346/K347	24	枣庄西	67380	67560
K346/K347	25	徐州	71460	72120
K346/K347	26	宿州	74940	75120
K346/K347	27	蚌埠	78660	78960
K346/K347	28	明光	81300	81480
K346/K347	29	滁州北	84060	84300
K346/K347	30	南京	87420	88560
K346/K347	31	马鞍山	93060	93420
K346/K347	32	芜湖	96960	97320
K346/K347	33	宣城	100320	100620
K346/K347	34	杭州	111480	112260
K346/K347	35	诸暨	118140	118380
K346/K347	36	义乌	120000	120300
K346/K347	37	金华南	123300	124920
K346/K347	38	武义	126420	126660
K346/K347	39	永康	127860	128100
K346/K347	40	缙云	130020	130200
K346/K347	41	丽水	132120	132300
K346/K347	42	青田	138960	139200
K346/K347	43	温州	144240	0
K349	0	北京	0	0
K349	1	廊坊北	3420	3840
K349	2	天津	6960	7680
K349	3	唐山	12480	12720
K349	4	山海关	21240	21900
K349	5	葫芦岛	26820	27000
K349	6	锦州	29340	29820
K349	7	沈阳北	40500	40980
K349	8	四平	47820	48840
K349	9	长春	55980	56460
K349	10	扶余	61800	61920
K349	11	哈尔滨	66480	67080
K349	12	哈尔滨东	67980	69720
K349	13	绥化	74520	74700
K349	14	庆安	77100	77220
K349	15	铁力	79260	79380
K349	16	南岔	85320	85560
K349	17	汤原	89460	89700
K349	18	佳木斯	91920	0
K350	0	佳木斯	0	0
K350	1	汤原	2100	2220
K350	2	香兰	3060	3180
K350	3	南岔	6780	6960
K350	4	朗乡	9240	9360
K350	5	铁力	13020	13140
K350	6	绥化	17460	17700
K350	7	哈尔滨东	22500	24720
K350	8	双城堡	27780	27960
K350	9	德惠	32040	32160
K350	10	长春	35520	36900
K350	11	公主岭	39180	39300
K350	12	昌图	43800	43920
K350	13	铁岭	46440	46620
K350	14	沈阳	49860	49980
K350	15	锦州	64620	65220
K350	16	山海关	72420	72780
K350	17	唐山	80160	80880
K350	18	塘沽	84120	84240
K350	19	天津	88800	89520
K350	20	廊坊北	93840	94020
K350	21	北京	97800	0
K351/K354	0	上海南	0	0
K351/K354	1	松江	1080	1260
K351/K354	2	嘉善	2580	2760
K351/K354	3	嘉兴	3540	3720
K351/K354	4	海宁	5880	6060
K351/K354	5	杭州东	8880	9240
K351/K354	6	义乌	13620	13800
K351/K354	7	金华	16860	17340
K351/K354	8	衢州	22500	22680
K351/K354	9	上饶	27780	28020
K351/K354	10	鹰潭	32580	32940
K351/K354	11	南昌	38400	39600
K351/K354	12	阳新	50940	51360
K351/K354	13	黄石	53040	53280
K351/K354	14	鄂州	54600	54900
K351/K354	15	武昌	58800	60240
K351/K354	16	云梦	64560	65880
K351/K354	17	随州	69660	70380
K351/K354	18	襄阳东	77340	78120
K351/K354	19	谷城	81420	81600
K351/K354	20	武当山	84360	85860
K351/K354	21	十堰	87000	87120
K351/K354	22	白河东	90540	90660
K351/K354	23	旬阳	93480	93600
K351/K354	24	安康	95940	96600
K351/K354	25	紫阳	99180	99300
K351/K354	26	万源	103620	103740
K351/K354	27	宣汉	107100	107220
K351/K354	28	达州	110460	111000
K351/K354	29	营山	115620	30240
K351/K354	30	南充	119400	120240
K351/K354	31	遂宁	124140	127080
K351/K354	32	成都	133500	0
K352/K353	0	成都	0	0
K352/K353	1	遂宁	5580	5880
K352/K353	2	南充	8460	8940
K352/K353	3	营山	11220	11580
K352/K353	4	达州	15900	16380
K352/K353	5	宣汉	18780	18900
K352/K353	6	万源	22260	22380
K352/K353	7	紫阳	25440	25680
K352/K353	8	安康	27900	28620
K352/K353	9	旬阳	31020	31140
K352/K353	10	白河县	34980	35160
K352/K353	11	十堰	38940	39120
K352/K353	12	武当山	40200	40380
K352/K353	13	谷城	43440	44220
K352/K353	14	襄阳东	48180	49440
K352/K353	15	随州	56760	57000
K352/K353	16	安陆	60840	60960
K352/K353	17	武昌	69780	71520
K352/K353	18	鄂州	75180	75300
K352/K353	19	黄石	76620	76800
K352/K353	20	阳新	78480	78660
K352/K353	21	南昌	86580	840
K352/K353	22	上饶	98400	98760
K352/K353	23	衢州	111300	111480
K352/K353	24	金华	114960	115320
K352/K353	25	义乌	117360	117720
K352/K353	26	杭州东	123000	123360
K352/K353	27	海宁	125520	125760
K352/K353	28	嘉兴	126960	127140
K352/K353	29	松江	129600	130260
K352/K353	30	上海南	132240	0
K355/K358	0	重庆西	0	0
K355/K358	1	广安	5220	5400
K355/K358	2	达州	9600	10020
K355/K358	3	万州	19380	19980
K355/K358	4	利川	24720	24840
K355/K358	5	恩施	27600	27960
K355/K358	6	巴东	32220	32340
K355/K358	7	宜昌东	37680	38100
K355/K358	8	当阳	40500	40860
K355/K358	9	荆门	42900	43080
K355/K358	10	钟祥	46020	46200
K355/K358	11	京山	49680	49980
K355/K358	12	天门	51240	51360
K355/K358	13	应城	52620	52860
K355/K358	14	武昌	58320	59700
K355/K358	15	咸宁	62520	62700
K355/K358	16	赤壁	64680	64920
K355/K358	17	岳阳	69180	69420
K355/K358	18	长沙	74640	75060
K355/K358	19	株洲	77580	78300
K355/K358	20	衡阳	83400	83940
K355/K358	21	郴州	90000	90360
K355/K358	22	广州	107340	0
K356/K357	0	广州	0	0
K356/K357	1	韶关东	8340	8700
K356/K357	2	郴州	14640	15000
K356/K357	3	衡阳	21300	21900
K356/K357	4	株洲	27000	27300
K356/K357	5	长沙	29640	30120
K356/K357	6	汨罗	32880	33360
K356/K357	7	岳阳	35880	36240
K356/K357	8	赤壁	41100	41280
K356/K357	9	咸宁	42900	43740
K356/K357	10	武昌	46920	48240
K356/K357	11	荆门	59040	60060
K356/K357	12	宜昌东	69780	71160
K356/K357	13	恩施	79860	80460
K356/K357	14	利川	83040	83280
K356/K357	15	万州	88920	89340
K356/K357	16	梁平	94320	94680
K356/K357	17	开江	96180	96480
K356/K357	18	达州	100920	101400
K356/K357	19	渠县	104220	104640
K356/K357	20	广安	106440	106680
K356/K357	21	华蓥	107580	107820
K356/K357	22	重庆西	112380	0
K359/K362	0	银川	0	0
K359/K362	1	青铜峡	4020	4260
K359/K362	2	中宁	7980	8100
K359/K362	3	中卫	10620	11520
K359/K362	4	同心	16020	16140
K359/K362	5	固原	23340	23640
K359/K362	6	平凉	30000	30360
K359/K362	7	陇县	37200	37440
K359/K362	8	杨陵	45300	45420
K359/K362	9	咸阳	48180	48360
K359/K362	10	西安	50400	51600
K359/K362	11	渭南	53940	54420
K359/K362	12	洛阳	70020	70380
K359/K362	13	郑州	76260	76980
K359/K362	14	开封	79740	80040
K359/K362	15	商丘	85560	85980
K359/K362	16	徐州	91860	92340
K359/K362	17	滁州北	103380	103920
K359/K362	18	南京	106560	107040
K359/K362	19	镇江	109440	109620
K359/K362	20	常州	112260	112500
K359/K362	21	无锡	114120	114360
K359/K362	22	苏州	116040	116280
K359/K362	23	上海	120120	0
K360/K361	0	上海	0	0
K360/K361	1	昆山	2040	2280
K360/K361	2	苏州	3720	3960
K360/K361	3	无锡	5640	5880
K360/K361	4	常州	7500	7680
K360/K361	5	镇江	10320	10500
K360/K361	6	南京	13500	13860
K360/K361	7	滁州北	16140	16320
K360/K361	8	蚌埠	21360	21780
K360/K361	9	宿州	26340	26940
K360/K361	10	徐州	30120	30600
K360/K361	11	砀山	33840	34440
K360/K361	12	商丘	37800	38400
K360/K361	13	宁陵县	40020	40380
K360/K361	14	民权	41220	41460
K360/K361	15	兰考	42780	43020
K360/K361	16	开封	44880	45180
K360/K361	17	郑州	48240	49500
K360/K361	18	洛阳	56640	56880
K360/K361	19	三门峡	62940	63120
K360/K361	20	西安	75120	76320
K360/K361	21	咸阳	77400	77880
K360/K361	22	陇县	88080	88380
K360/K361	23	平凉	94680	95280
K360/K361	24	固原	100800	101520
K360/K361	25	同心	107100	107220
K360/K361	26	中卫	112860	113820
K360/K361	27	中宁	115920	116040
K360/K361	28	青铜峡	118620	118860
K360/K361	29	银川	122880	0
K363/K366	0	昆明	0	0
K363/K366	1	石林	5760	5940
K363/K366	2	师宗	9360	9540
K363/K366	3	罗平	11700	11940
K363/K366	4	威舍	15720	16260
K363/K366	5	兴义	18360	18660
K363/K366	6	百色	31920	32400
K363/K366	7	南宁	43980	45300
K363/K366	8	玉林	57000	57660
K363/K366	9	茂名	68520	69180
K363/K366	10	肇庆	80040	80400
K363/K366	11	佛山	87240	87600
K363/K366	12	广州	90120	0
K364/K365	0	广州	0	0
K364/K365	1	佛山	1440	1740
K364/K365	2	肇庆	6660	7020
K364/K365	3	阳春	12840	13020
K364/K365	4	茂名	18780	19980
K364/K365	5	茂名西	20760	21960
K364/K365	6	玉林	30240	30840
K364/K365	7	南宁	42960	44160
K364/K365	8	百色	52140	52620
K364/K365	9	兴义	69000	69300
K364/K365	10	威舍	72000	72660
K364/K365	11	罗平	76440	76740
K364/K365	12	师宗	78900	79140
K364/K365	13	石林	82860	82980
K364/K365	14	昆明	90960	0
K367/K370	0	西安	0	0
K367/K370	1	咸阳	1080	1200
K367/K370	2	杨陵	3540	3780
K367/K370	3	蔡家坡	5520	6600
K367/K370	4	宝鸡	9600	9900
K367/K370	5	天水	15840	16200
K367/K370	6	武山	20100	20220
K367/K370	7	兰州	30060	30780
K367/K370	8	兰州西	31500	31620
K367/K370	9	武威南	42600	42720
K367/K370	10	武威	43620	43980
K367/K370	11	金昌	46560	46680
K367/K370	12	山丹	51480	51600
K367/K370	13	张掖	53760	54120
K367/K370	14	酒泉	61800	61980
K367/K370	15	嘉峪关	63120	63600
K367/K370	16	玉门	68520	68700
K367/K370	17	瓜州	74340	74460
K367/K370	18	敦煌	79860	0
K368/K369	0	敦煌	0	0
K368/K369	1	瓜州	5040	5160
K368/K369	2	疏勒河	9960	10560
K368/K369	3	玉门	12780	12960
K368/K369	4	嘉峪关	18720	19320
K368/K369	5	酒泉	20460	20700
K368/K369	6	张掖	28080	28440
K368/K369	7	山丹	30420	30540
K368/K369	8	金昌	36540	36720
K368/K369	9	武威	39780	40140
K368/K369	10	武威南	41040	41160
K368/K369	11	古浪	43320	43440
K368/K369	12	永登	47880	48000
K368/K369	13	兰州西	52560	52920
K368/K369	14	兰州	53640	54720
K368/K369	15	陇西	62280	62460
K368/K369	16	天水	69900	70260
K368/K369	17	宝鸡	80100	80580
K368/K369	18	蔡家坡	82380	82500
K368/K369	19	杨陵	84180	84360
K368/K369	20	武功	84960	85140
K368/K369	21	咸阳	87120	87300
K368/K369	22	西安	89220	0
K371/K374	0	太原	0	0
K371/K374	1	石家庄东	14700	15000
K371/K374	2	藁城	16140	16260
K371/K374	3	晋州	17100	17220
K371/K374	4	辛集	18120	18240
K371/K374	5	衡水	20460	20700
K371/K374	6	德州	23700	23880
K371/K374	7	泰山	32220	32880
K371/K374	8	枣庄西	42360	42540
K371/K374	9	徐州	46080	46560
K371/K374	10	宿州	50220	50400
K371/K374	11	固镇	52260	53580
K371/K374	12	蚌埠	56460	56820
K371/K374	13	明光	59460	60960
K371/K374	14	南京	65760	66240
K371/K374	15	镇江	68640	68880
K371/K374	16	常州	71520	71760
K371/K374	17	无锡	73380	73620
K371/K374	18	苏州	75300	75540
K371/K374	19	上海	81180	0
K372/K373	0	上海	0	0
K372/K373	1	昆山	2040	2220
K372/K373	2	苏州	3720	3960
K372/K373	3	无锡	5640	5820
K372/K373	4	常州	7440	7680
K372/K373	5	镇江	10320	10500
K372/K373	6	南京	13200	13560
K372/K373	7	蚌埠	21000	21240
K372/K373	8	徐州	27540	28020
K372/K373	9	泰山	42600	42780
K372/K373	10	德州	54000	54540
K372/K373	11	衡水	57840	58140
K372/K373	12	辛集	60120	60300
K372/K373	13	石家庄东	62940	63300
K372/K373	14	太原	73320	0
K375/K378	0	西宁	0	0
K375/K378	1	海石湾	4500	4740
K375/K378	2	兰州	11940	13020
K375/K378	3	陇西	20580	20700
K375/K378	4	甘谷	23940	24060
K375/K378	5	天水	28500	28680
K375/K378	6	宝鸡	38220	38400
K375/K378	7	杨陵	41640	41760
K375/K378	8	咸阳	44160	44280
K375/K378	9	西安	45720	46320
K375/K378	10	渭南	48660	48840
