trainNumber	trainType	originDepartureTime
G7645/G7648	G	28200
G7646/G7647	G	52380
G7649	G	64380
G7650	G	26160
G7652/G7653	G	67260
G7655/G7658	G	65160
G7656/G7657	G	56040
G7659	G	23580
G7660	G	47280
G7661/G7664	G	58920
G7662/G7663	G	36960
G7665	G	24180
G7666	G	60960
G7669	G	38100
G7670/G7671	G	27480
G7673/G7676	G	47820
G7674/G7675	G	26100
G7677/G7680	G	57300
G7678/G7679	G	43200
G7681/G7684	G	33000
G7682/G7683	G	55320
G7685/G7688	G	54000
G7686/G7687	G	24600
G7689	G	28800
G7690	G	46020
G7691/G7694	G	31260
G7692/G7693	G	47940
G7695/G7698	G	28920
G7696/G7697	G	56640
G8001	G	23040
G8002	G	21900
G8003	G	25200
G8004	G	22200
G8005	G	30960
G8006	G	26880
G8007	G	33420
G8008	G	31680
G8009	G	37440
G8010	G	38160
G8011	G	40260
G8012	G	43920
G8013	G	42480
G8014	G	45360
G8015	G	49080
G8016	G	50760
G8017	G	53040
G8018	G	53880
G8019	G	57900
G8020	G	56700
G8023	G	67440
G8024	G	61980
G8032	G	70860
G8033	G	21780
G8034	G	70860
G8035	G	25080
G8041	G	20280
G8042	G	26700
G8043	G	74100
G8044	G	69900
G8045	G	30780
G8046	G	30060
G8047	G	35340
G8048	G	33180
G8049	G	38400
G8050	G	40920
G8051	G	43320
G8052	G	45540
G8053	G	49980
G8054	G	47460
G8055	G	54840
G8056	G	52560
G8057	G	56700
G8058	G	59640
G8059	G	60420
G8060	G	63900
G8061	G	71760
G8062	G	65400
G8065	G	66600
G8067	G	65100
G8068	G	25320
G8069	G	69900
G8070	G	23700
G8071	G	24780
G8072	G	25260
G8075/G8078	G	29940
G8076/G8077	G	51660
G8081	G	64200
G8082	G	28140
G8085/G8088	G	40800
G8086/G8087	G	52980
G8092	G	23100
G8101/G8104	G	20880
G8102/G8103	G	24480
G8105/G8108	G	44040
G8106/G8107	G	59520
G8125	G	27180
G8126	G	56520
G8127	G	51360
G8128	G	23760
G8130	G	42720
G8131/G8134	G	32160
G8132/G8133	G	26040
G8146/G8147	G	63300
G8148	G	23040
G8151	G	26220
G8152	G	32400
G8153	G	44340
G8154	G	59520
G8155	G	69000
G8161	G	34440
G8162	G	24720
G8163	G	42360
G8164	G	30120
G8165	G	51300
G8166	G	36300
G8167	G	56160
G8168	G	42300
G8169	G	62940
G8170	G	48300
G8172	G	63660
G8181	G	37260
G8182	G	49800
G8183/G8186	G	40440
G8184/G8185	G	56340
G8187/G8190	G	68940
G8188/G8189	G	27420
G8191	G	55860
G8192	G	49740
G8193	G	67800
G8194	G	62580
G8195	G	25200
G8196	G	19620
G8501	G	36060
G8502	G	34140
G8504	G	35880
G8506	G	42360
G8507	G	44880
G8508	G	43980
G8509	G	40920
G8511	G	52320
G8513	G	58860
G8516	G	55200
G8518	G	48300
G8520	G	66180
G8527	G	69540
G8528	G	79140
G8529	G	43140
G8530	G	50820
G8541	G	27780
G8542	G	27480
G8543	G	26700
G8544	G	32040
G8545	G	37920
G8546	G	36360
G8548	G	33840
G8549	G	49860
G8550	G	45480
G8551	G	55200
G8553	G	59580
G8554	G	57600
G8555	G	55560
G8556	G	64560
G8557	G	64500
G8558	G	69300
G8559	G	76140
G8560	G	62760
G8561	G	77400
G8562	G	72900
G8564	G	26160
G8565	G	41820
G8566	G	49500
G8567	G	42780
G8568	G	51240
G8581	G	73020
G8583	G	66480
G8593	G	62100
G8594	G	24600
G8595	G	71400
G8596	G	45900
G8597	G	78000
G8599	G	80100
G8601	G	29580
G8613	G	32460
G8614	G	38820
G8615	G	36900
G8616	G	42120
G8622	G	23760
G8624	G	25080
G8631	G	27840
G8635	G	30540
G8636	G	27420
G8652	G	29700
G8653	G	28920
G8655	G	43920
G8656	G	30960
G8657	G	50340
G8658	G	45420
G8659	G	61800
G8660	G	50340
G8663	G	68100
G8664	G	69300
G8681/G8684	G	60060
G8682/G8683	G	24120
G8691	G	40260
G8692	G	27000
G8693	G	67320
G8694	G	53400
G8701/G8704	G	30900
G8702/G8703	G	24480
G8705/G8708	G	39180
G8706/G8707	G	47280
G8709/G8712	G	47220
G8710/G8711	G	56400
G8713/G8716	G	53460
G8714/G8715	G	63480
G8717/G8720	G	57120
G8718/G8719	G	68880
G8721/G8724	G	61440
G8751	G	32580
G8752	G	60600
G8901	G	79800
G8902	G	33600
G8905	G	23580
G8906	G	70800
G8907	G	79860
G8909	G	31260
G8910	G	75360
G8911	G	35400
G8912	G	26340
G8917	G	66000
G8918	G	28680
G8919	G	76800
G8920	G	32520
G8923	G	73860
G8924	G	27120
G8928	G	68880
G8935	G	78000
G8936	G	26100
G8953	G	76560
G8954	G	24360
G9001	G	74400
G9002	G	26520
G9003	G	77580
G9004	G	26520
G9164	G	36720
G9202	G	30360
G9882/G9883	G	25680
C1001	C	20280
C1002	C	21660
C1003	C	22860
C1004	C	26760
C1005	C	23400
C1006	C	35640
C1007	C	24540
C1008	C	35940
C1009	C	27000
C1010	C	45420
C1011	C	32400
C1012	C	41580
C1013	C	34200
C1014	C	49800
C1015	C	37200
C1016	C	55980
C1017	C	46080
C1018	C	60180
C1019	C	49140
C1020	C	70440
C1021	C	57420
C1022	C	63780
C1023	C	53880
C1024	C	66900
C1025	C	63060
C1026	C	66720
C1027	C	70200
C1028	C	73680
C1037	C	24180
C1041	C	64200
C1042	C	30960
C1043	C	43980
C1044	C	58440
C1045	C	34200
C1046	C	49380
C1047	C	60420
C1048	C	71220
C1101/C1104	C	27120
C1102/C1103	C	25500
C1105/C1108	C	33660
C1106/C1107	C	34260
C1109/C1112	C	42300
C1110/C1111	C	41220
C1114/C1115	C	51000
C1118/C1119	C	56940
C1121/C1124	C	65880
C1122/C1123	C	66900
C1137/C1140	C	77400
C1138/C1139	C	62640
C1201	C	24420
C1202	C	23160
C1203	C	24780
C1204	C	29100
C1205	C	27480
C1206	C	29880
C1207	C	33780
C1208	C	33180
C1209	C	35520
C1210	C	37980
C1211	C	39600
C1212	C	39600
C1213	C	42300
C1214	C	43260
C1215	C	45000
C1216	C	47940
C1217	C	47880
C1218	C	49500
C1219	C	51720
C1220	C	52020
C1221	C	53400
C1222	C	57780
C1223	C	56940
C1224	C	58560
C1226	C	61380
C1227	C	63540
C1229	C	65760
C1230	C	68340
C1232	C	70260
C1233	C	72480
C1239	C	24000
C1240	C	26700
C1241	C	33420
C1243	C	26520
C1244	C	74940
C1245	C	22500
C1246	C	80100
C1248	C	74580
C1249	C	33840
C1250	C	71520
C1279	C	21780
C1280	C	77400
C1301	C	22800
C1302	C	27900
C1303	C	25560
C1305	C	42060
C1306	C	45360
C1308	C	59340
C1309	C	60900
C1310	C	66000
C1311	C	75480
C1312	C	26880
C1321	C	57960
C1322	C	64860
C1329	C	66660
C1330	C	73260
C1331/C1334	C	31200
C1332/C1333	C	46980
C1335/C1338	C	36480
C1336/C1337	C	53100
C1351	C	20520
C1352	C	26460
C2002	C	21900
C2003	C	24780
C2004	C	23880
C2005	C	25080
C2008	C	28080
C2009	C	26820
C2010	C	29100
C2013	C	30300
C2014	C	31620
C2015	C	31620
C2017	C	33780
C2018	C	33240
C2019	C	34080
C2020	C	34560
C2022	C	35160
C2023	C	36780
C2024	C	37800
C2025	C	37080
C2026	C	39000
C2027	C	40080
C2029	C	40860
C2030	C	40080
C2031	C	42300
C2032	C	43080
C2033	C	43320
C2034	C	43380
C2035	C	45600
C2036	C	43680
C2037	C	45900
C2038	C	45180
C2039	C	47820
C2040	C	49500
C2041	C	48120
C2042	C	50940
C2043	C	50520
C2044	C	51240
C2045	C	51420
C2046	C	53460
C2047	C	52920
C2048	C	54780
C2049	C	53760
C2050	C	56700
C2051	C	54180
C2052	C	58020
C2053	C	54480
C2054	C	58320
C2055	C	55500
C2056	C	58620
C2057	C	57600
C2058	C	58920
C2059	C	61800
C2060	C	59880
C2061	C	62400
C2062	C	66720
C2063	C	64800
C2064	C	68100
C2065	C	65820
C2066	C	68940
C2067	C	66120
C2068	C	69360
C2071	C	70620
C2073	C	71760
C2074	C	73080
C2075	C	72360
C2076	C	73980
C2077	C	75000
C2078	C	75600
C2080	C	75900
C2083	C	78240
C2085	C	78540
C2086	C	80940
C2087	C	78840
C2088	C	81240
C2089	C	80400
C2090	C	81540
C2091	C	80760
C2093	C	81060
C2201	C	22920
C2202	C	22560
C2203	C	27780
C2204	C	24180
C2205	C	31920
C2206	C	26400
C2207	C	35460
C2208	C	30180
C2209	C	39360
C2210	C	36720
C2211	C	43800
C2212	C	40380
C2213	C	54780
C2214	C	46140
C2215	C	56580
C2216	C	47220
C2217	C	63420
C2218	C	49860
C2220	C	55980
C2221	C	69720
C2222	C	61800
C2223	C	72660
C2224	C	64740
C2226	C	65400
C2228	C	74580
C2230	C	77760
C2301	C	46800
C2302	C	42000
C2305	C	58200
C2306	C	55260
C2307	C	66480
C2308	C	62880
C2551	C	21720
C2552	C	23880
C2553	C	22020
C2554	C	26400
C2555	C	24480
C2556	C	29340
C2557	C	25800
C2558	C	30240
C2559	C	29400
C2560	C	33720
C2561	C	31320
C2562	C	36120
C2563	C	32640
C2564	C	37380
C2565	C	34560
C2566	C	40080
C2567	C	35160
C2568	C	43920
C2569	C	37740
C2570	C	45360
C2571	C	38340
C2572	C	46380
C2573	C	42000
C2574	C	49560
C2576	C	50280
C2577	C	46200
C2578	C	53700
C2579	C	49620
C2581	C	53460
C2582	C	61320
C2583	C	58620
C2584	C	65400
C2585	C	59520
C2586	C	66420
C2587	C	62100
C2588	C	68820
C2589	C	65100
C2590	C	70140
C2591	C	68820
C2592	C	72720
C2593	C	71460
C2594	C	74220
C2595	C	77220
C2596	C	77100
C2597	C	77940
C2605	C	27420
C2608	C	21000
C2610	C	22140
C2613	C	37380
C2614	C	23460
C2615	C	39060
C2616	C	24720
C2617	C	41160
C2619	C	44760
C2621	C	47400
C2622	C	28680
C2623	C	49260
C2624	C	30840
C2625	C	50820
C2626	C	33540
C2627	C	51720
C2628	C	34020
C2629	C	56100
C2630	C	36300
C2631	C	55800
C2632	C	41700
C2633	C	57900
C2634	C	42660
C2635	C	58200
C2637	C	60540
C2638	C	44340
C2639	C	63060
C2640	C	49080
C2641	C	64140
C2642	C	50520
C2643	C	66420
C2644	C	52500
C2646	C	53940
C2647	C	67740
C2648	C	55140
C2649	C	68040
C2650	C	59160
C2651	C	73380
C2652	C	60360
C2653	C	73680
C2654	C	61380
C2655	C	73980
C2657	C	76200
C2660	C	63660
C2661	C	79440
C2664	C	69720
C2666	C	70320
C2668	C	72000
C2669	C	81960
C2671	C	76920
C2674	C	77100
C2678	C	77400
C2801	C	23160
C2802	C	25200
C2803	C	30600
C2804	C	36000
C2805	C	41400
C2806	C	46800
C2807	C	52200
C2808	C	57600
C2809	C	63000
C2810	C	68400
C2811	C	73800
C2812	C	78240
C2822	C	22320
C2823	C	25200
C2824	C	30600
C2825	C	36000
C2826	C	41400
C2827	C	46800
C2828	C	52200
C2829	C	57600
C2830	C	63600
C2831	C	68400
C2832	C	73800
C2833	C	78660
C2841	C	32700
C2848	C	37800
C2849	C	40200
C2850	C	43200
C2851	C	45600
C2852	C	48600
C2853	C	51000
C2854	C	54000
C2855	C	56400
C2856	C	59400
C2857	C	61800
C2858	C	64800
C2859	C	67200
C2860	C	70200
C2861	C	78000
C2862	C	81000
C2873	C	22920
C2874	C	28800
C2875	C	31200
C2876	C	33600
C2877	C	30720
C2878	C	39600
C2879	C	42000
C2880	C	45000
C2881	C	47400
C2882	C	50400
C2883	C	52800
C2884	C	55740
C2885	C	55860
C2886	C	61800
C2887	C	64200
C2888	C	66600
C2889	C	74400
C2890	C	77400
C2891	C	79800
C2892	C	82200
C2899	C	41100
C2900	C	43560
C2901	C	32880
C2902	C	22920
C2903	C	40320
C2904	C	37200
C2905	C	46620
C2906	C	43260
C2907	C	52800
C2908	C	49860
C2909	C	60540
C2910	C	56460
C2911	C	70080
C2912	C	64800
C2913	C	79740
C2914	C	74100
C2921	C	40800
C2922	C	25560
C2923	C	48180
C2924	C	44100
C2925	C	62280
C2926	C	52320
C2951	C	38040
C2952	C	34560
C2953	C	45000
C2954	C	41820
C2961	C	36180
C2962	C	33000
C2963	C	44220
C2964	C	38880
C2965	C	50280
C2966	C	47280
C2967	C	58560
C2968	C	53280
C2969	C	71940
C2970	C	62280
C2971	C	81000
C2972	C	75600
C2991/C2994	C	73440
C2992/C2993	C	34620
C5001	C	25740
C5002	C	32460
C5003	C	36660
C5004	C	41220
C5005	C	45420
C5006	C	51960
C5007	C	57000
C5009	C	65700
C5010	C	70500
C5020	C	24420
C5021	C	29220
C5022	C	34980
C5023	C	41400
C5024	C	48300
C5025	C	55080
C5028	C	68520
C5301	C	22440
C5302	C	25020
C5303	C	27900
C5304	C	30480
C5305	C	33480
C5306	C	36480
C5307	C	39900
C5308	C	43260
C5309	C	46740
C5310	C	50340
C5311	C	54060
C5312	C	58800
C5313	C	62100
C5314	C	65880
C5315	C	68880
C5316	C	72000
C5317	C	75000
C5318	C	77640
C5341	C	52440
C5342	C	49140
C5521	C	23580
C5522	C	73020
C5601	C	23160
C5602	C	26280
C5603	C	29700
C5604	C	33360
C5605	C	48900
C5606	C	52500
C5607	C	55980
C5608	C	62580
C5609	C	65940
C5610	C	69300
C5611	C	27780
C5612	C	31800
C5613	C	35400
C5614	C	39780
C5615	C	45060
C5616	C	49740
C5617	C	54000
C5618	C	58380
C5619	C	62700
C5620	C	66060
C5631	C	24780
C5632	C	75000
C5633	C	25560
C5634	C	76620
C5635	C	30240
C6001	C	71040
C6002	C	29340
C6003	C	79020
C6004	C	40380
C6051	C	23880
C6052	C	24900
C6053	C	29040
C6054	C	27780
C6055	C	31980
C6056	C	32400
C6057	C	38100
C6058	C	34500
C6059	C	45060
C6060	C	41700
C6061	C	51660
C6062	C	47760
C6063	C	56820
C6064	C	53760
C6065	C	62880
C6066	C	59280
C6067	C	70020
C6068	C	66180
C6069	C	76680
C6070	C	72720
C6071	C	83520
C6081	C	22500
C6082	C	25740
C6083	C	30060
C6084	C	33060
C6085	C	36420
C6086	C	39540
C6087	C	43560
C6088	C	46080
C6089	C	49920
C6090	C	52800
C6091	C	55740
C6092	C	59040
C6093	C	62760
C6094	C	65340
C6095	C	69180
C6096	C	71580
C6101	C	21900
C6102	C	23400
C6103	C	21600
C6104	C	23940
C6105	C	26940
C6106	C	24840
C6107	C	27780
C6108	C	26160
C6109	C	28440
C6110	C	29820
C6111	C	33180
C6112	C	30240
C6113	C	33240
C6114	C	31740
C6115	C	34380
C6116	C	35460
C6117	C	35580
C6118	C	36540
C6119	C	39240
C6120	C	37320
C6121	C	39960
C6122	C	38040
C6123	C	40380
C6124	C	41700
C6125	C	42300
C6126	C	42660
C6127	C	44340
C6128	C	43620
C6129	C	45120
C6130	C	44700
C6131	C	46260
C6132	C	47040
C6133	C	47700
C6134	C	48420
C6135	C	48540
C6136	C	49020
C6137	C	51000
C6138	C	50460
C6139	C	52260
C6140	C	51240
C6141	C	52320
C6142	C	53460
C6143	C	54000
C6144	C	55020
C6145	C	55140
C6146	C	55680
C6147	C	57540
C6148	C	56700
C6149	C	58740
C6150	C	57900
C6151	C	59520
C6152	C	60300
C6153	C	60120
C6154	C	61500
C6155	C	61620
C6156	C	62220
C6157	C	64200
C6158	C	63480
C6159	C	65520
C6160	C	64320
C6161	C	66180
C6162	C	66960
C6163	C	67260
C6164	C	68280
C6165	C	67860
C6166	C	69000
C6167	C	70680
C6168	C	70080
C6169	C	72540
C6170	C	70620
C6171	C	74040
C6172	C	73440
C6173	C	74700
C6174	C	75300
C6175	C	77400
C6176	C	76860
C6177	C	81060
C6178	C	77640
C6179	C	81720
C6180	C	80160
C6202	C	21900
C6203	C	35340
C6204	C	28920
C6206	C	31080
C6208	C	39000
C6213	C	60180
C6214	C	63960
C6215	C	68280
C6217	C	70980
C6218	C	70680
C6219	C	75960
C6220	C	74400
C6221	C	78360
C6224	C	83220
C6225	C	25080
C6226	C	21600
C6228	C	72600
C6234	C	24000
C6240	C	24480
C6241	C	79320
C6253	C	22680
C6254	C	27240
C6255	C	23700
C6257	C	25620
C6258	C	32700
C6260	C	39840
C6263	C	31080
C6264	C	47160
C6267	C	41040
C6270	C	60720
C6271	C	53700
C6278	C	69600
C6281	C	68940
C6282	C	75240
C6291	C	50280
C6292	C	54600
C6293	C	65280
C6294	C	69960
C6297	C	65340
C6298	C	69420
C6301	C	28200
C6302	C	27900
C6303	C	29400
C6305	C	40020
C6306	C	41820
C6308	C	45360
C6309	C	57120
C6310	C	51120
C6313	C	53760
C6314	C	65040
C6325	C	44040
C6326	C	51600
C6351	C	28200
C6352	C	47880
C6353	C	56340
C6354	C	66060
C6355	C	62940
C6361	C	29100
C6362	C	35400
C6363	C	40500
C6364	C	45300
C6365	C	49320
C6366	C	53880
C6367	C	58860
C6368	C	63600
C6401	C	27000
C6402	C	25980
C6403	C	30600
C6404	C	28800
C6405	C	33000
C6406	C	32280
C6407	C	35820
C6408	C	34440
C6409	C	39780
C6410	C	38520
C6411	C	42180
C6412	C	40380
C6413	C	44760
C6414	C	42960
C6415	C	48240
C6416	C	47280
C6417	C	50460
C6418	C	49140
C6419	C	55200
C6420	C	52500
C6421	C	57300
C6422	C	55560
C6423	C	60300
C6424	C	57600
C6425	C	64020
C6426	C	61500
C6427	C	62760
C6428	C	65100
C6429	C	71820
C6430	C	71040
C6431	C	72660
C6502/C6503	C	28980
C6506/C6507	C	47160
C6556	C	31200
C6559	C	27300
C6560	C	39120
C6561	C	32400
C6562	C	46200
C6567	C	42300
C6572	C	64320
C6575	C	55320
C6601	C	26100
C6602	C	25080
C6603	C	28140
C6604	C	29580
C6605	C	29040
C6606	C	33660
C6607	C	31080
C6608	C	34440
C6609	C	32880
C6610	C	34920
C6611	C	37080
C6612	C	40080
C6613	C	38400
C6614	C	40020
C6615	C	40080
C6616	C	42540
C6617	C	43800
C6618	C	45780
C6619	C	45180
C6620	C	48960
C6621	C	47640
C6622	C	48900
C6623	C	50400
C6624	C	52620
C6625	C	52560
C6626	C	55020
C6627	C	53820
C6628	C	57840
C6629	C	56580
C6630	C	58200
C6631	C	59700
C6632	C	61560
C6633	C	60840
C6634	C	64200
C6635	C	63660
C6636	C	64380
C6637	C	66300
C6638	C	68160
C6639	C	67560
C6640	C	70740
C6641	C	69420
C6642	C	71820
C6643	C	73860
C6644	C	72420
C6645	C	76860
C6646	C	77580
C6661	C	24000
C6662	C	24120
C6663	C	27720
C6664	C	27600
C6665	C	31200
C6666	C	30960
C6667	C	33840
C6668	C	33900
C6669	C	38280
C6670	C	39060
C6671	C	40560
C6672	C	40440
C6673	C	46500
C6674	C	42540
C6675	C	47760
C6676	C	45420
C6677	C	52740
C6678	C	54240
C6679	C	63300
C6680	C	57120
C6681	C	72960
C6682	C	59460
C6683	C	77280
C6684	C	70380
C6686	C	75060
C6801	C	25560
C6802	C	22980
C6803	C	35100
C6804	C	33000
C6805	C	40020
C6806	C	38040
C6807	C	46680
C6808	C	43980
C6809	C	51180
C6810	C	49020
C6811	C	56700
C6812	C	54180
C6813	C	62700
C6814	C	58980
C6815	C	69420
C6816	C	65520
C6817	C	76320
C6818	C	74160
C6820	C	25500
C6821	C	31500
C6822	C	35700
C6823	C	40800
C6824	C	45600
C6825	C	50400
C6826	C	55500
C6827	C	60000
C6828	C	64800
C6829	C	68700
C6830	C	71700
C6831	C	27600
C6834	C	43800
C6835	C	48000
C6836	C	52500
C6837	C	57600
C6838	C	28320
C6839	C	30420
C6840	C	74400
C6871	C	28260
C6872	C	34500
C6873	C	40200
C6874	C	46500
C6875	C	52920
C6876	C	59100
C6877	C	65760
C6878	C	73080
C6879	C	78480
C6880	C	27000
C6881	C	32760
C6882	C	40200
C6883	C	47820
C6884	C	54780
C6885	C	60900
C6886	C	66900
C6887	C	73200
C6889	C	38100
C6890	C	31740
C6891	C	69180
C6892	C	62700
C6901	C	24300
C6902	C	25200
C6903	C	27600
C6904	C	27000
C6905	C	29340
C6906	C	28320
C6907	C	30840
C6908	C	31560
C6909	C	32400
C6910	C	33120
C6911	C	35340
C6912	C	34980
C6913	C	36960
C6914	C	36180
C6915	C	40200
C6916	C	40320
C6917	C	43980
C6918	C	44100
C6919	C	45600
C6920	C	47700
C6921	C	47100
C6922	C	49500
C6923	C	51660
C6924	C	51300
C6925	C	55140
C6926	C	55500
C6927	C	59100
C6928	C	58860
C6929	C	60600
C6930	C	63120
C6931	C	63060
C6932	C	65160
C6933	C	66420
C6934	C	66600
C6935	C	68880
C6936	C	70680
C6937	C	70380
C6938	C	72600
C6939	C	72000
C6940	C	74160
C6941	C	74580
C6942	C	77100
C6944	C	78780
C6946	C	75600
C6951/C6954	C	24000
C6952/C6953	C	23700
C6955/C6958	C	31200
C6956/C6957	C	30060
C6959/C6962	C	36000
C6960/C6961	C	37800
C6963/C6966	C	39000
C6964/C6965	C	39360
C6967/C6970	C	46080
C6968/C6969	C	42060
C6971/C6974	C	47700
C6972/C6973	C	45180
C6975/C6978	C	49800
C6976/C6977	C	52500
C6979/C6982	C	51300
C6980/C6981	C	54000
C6983/C6986	C	54900
C6984/C6985	C	56460
C6987/C6990	C	62700
C6988/C6989	C	57300
C6991/C6994	C	70800
C6992/C6993	C	61080
C6995/C6998	C	74700
C6996/C6997	C	68700
C7003	C	32760
C7004	C	38340
C7005	C	44700
C7006	C	50100
C7007	C	56160
C7008	C	62220
C7009	C	68400
C7010	C	73920
C7011	C	80520
C7012	C	22320
C7013	C	28080
C7014	C	33840
C7015	C	39720
C7016	C	45420
C7017	C	52200
C7018	C	58800
C7019	C	65400
C7020	C	71880
C7021	C	22080
C7022	C	27720
C7023	C	34560
C7024	C	39960
C7025	C	46200
C7026	C	51480
C7027	C	57840
C7028	C	63600
C7029	C	69660
C7030	C	76560
C7031	C	22860
C7032	C	29340
C7033	C	35520
C7034	C	41100
C7035	C	47880
C7036	C	53220
C7037	C	58740
C7038	C	64920
C7039	C	70860
C7043	C	24480
C7044	C	30060
C7045	C	36540
C7046	C	42120
C7047	C	48840
C7048	C	54420
C7049	C	60900
C7050	C	66420
C7051	C	72360
C7052	C	78120
C7063	C	25500
C7064	C	31200
C7065	C	37920
C7066	C	44280
C7067	C	51000
C7068	C	56400
C7069	C	63240
C7070	C	69900
C7071	C	77160
C7073	C	26340
C7074	C	32580
C7075	C	38460
C7076	C	43860
C7077	C	49980
C7078	C	55380
C7079	C	62100
C7080	C	67560
C7081	C	74760
C7082	C	81420
C7092	C	24420
C7093	C	30120
C7094	C	35700
C7095	C	41820
C7096	C	47280
C7097	C	54240
C7098	C	59880
C7099	C	65940
C7100	C	71400
C7101	C	40800
C7102	C	46500
C7103	C	53760
C7104	C	59160
C7105	C	65400
C7106	C	70800
C7107	C	77400
C7108	C	26400
C7109	C	31980
C7110	C	37380
C7111	C	43740
C7112	C	49260
C7113	C	55200
C7114	C	60960
C7115	C	67980
C7116	C	73380
C7117	C	27720
C7118	C	33300
C7119	C	39300
C7120	C	44940
C7121	C	51480
C7122	C	57120
C7123	C	63300
C7124	C	68760
C7125	C	76560
C7126	C	25320
C7127	C	30780
C7128	C	36420
C7129	C	42300
C7130	C	47760
C7131	C	54780
C7132	C	60240
C7133	C	67020
C7134	C	72600
C7135	C	80100
C7136	C	24000
C7137	C	30360
C7138	C	36840
C7139	C	43260
C7140	C	48780
C7141	C	55080
C7142	C	61440
C7143	C	68100
C7144	C	74460
C7146	C	25800
C7147	C	32400
C7148	C	39480
C7149	C	45120
C7150	C	50880
C7151	C	56760
C7152	C	62760
C7153	C	69420
C7154	C	75240
C7155	C	23220
C7156	C	52200
C7157	C	58320
C7158	C	64140
C7159	C	69900
C7160	C	75780
C7161	C	81840
C7173	C	26100
C7174	C	32040
C7175	C	37980
C7176	C	43320
C7177	C	49620
C7178	C	55860
C7179	C	62580
C7180	C	68280
C7181	C	73800
C7182	C	79380
C7188	C	23280
C7189	C	28800
C7190	C	34380
C7191	C	40200
C7192	C	45900
C7193	C	52140
C7194	C	57720
C7195	C	63780
C7196	C	69480
C7197	C	75000
C7198	C	80820
C7220	C	23820
C7221	C	22500
C7222	C	28500
C7223	C	33000
C7224	C	37620
C7225	C	41940
C7226	C	45900
C7227	C	49980
C7228	C	54780
C7229	C	59400
C7230	C	64020
C7231	C	68100
C7232	C	72720
C7233	C	76980
C7234	C	81180
C7235	C	24420
C7236	C	30300
C7237	C	35400
C7238	C	39600
C7239	C	43800
C7240	C	49080
C7241	C	53220
C7242	C	57300
C7243	C	61800
C7244	C	65700
C7245	C	69780
C7246	C	74940
C7259	C	78900
C7260	C	82440
C7281	C	30360
C7282	C	25200
C7283	C	42780
C7284	C	36540
C7285	C	54060
C7286	C	48420
C7287	C	64440
C7288	C	59640
C7289	C	78120
C7290	C	70560
C7291	C	28800
C7292	C	26700
C7501	C	25200
C7502	C	25200
C7503	C	27000
C7504	C	27000
C7505	C	28800
C7506	C	28800
C7507	C	30900
C7508	C	30600
C7509	C	33000
C7510	C	32100
C7511	C	34800
C7512	C	33900
C7513	C	36600
C7514	C	35700
C7515	C	38400
C7516	C	37800
C7517	C	39900
C7518	C	39900
C7519	C	41700
C7520	C	41700
C7521	C	43500
C7522	C	43500
C7523	C	45600
C7524	C	45300
C7525	C	47700
C7526	C	46800
C7527	C	49500
C7528	C	48600
C7529	C	51300
C7530	C	50400
C7531	C	53100
C7532	C	52500
C7533	C	54600
C7534	C	54600
C7535	C	56400
C7536	C	56400
C7537	C	58200
C7538	C	58200
C7539	C	60300
C7540	C	60000
C7541	C	62400
C7542	C	61500
C7543	C	64200
C7544	C	63300
C7545	C	66000
C7546	C	65100
C7547	C	67800
C7548	C	67200
C7549	C	69300
C7550	C	69300
C7551	C	71100
C7552	C	71100
C7553	C	72900
C7554	C	72900
C7555	C	75000
C7556	C	74700
C7557	C	77400
C7559	C	79200
C7601	C	21600
C7602	C	26700
C7603	C	33900
C7604	C	38700
C7605	C	45000
C7606	C	49800
C7607	C	54900
C7608	C	59640
C7609	C	64440
C7610	C	70200
C7611	C	75960
C7612	C	81000
C7613	C	21900
C7614	C	28380
C7615	C	34800
C7616	C	40200
C7617	C	45960
C7618	C	51060
C7619	C	56100
C7620	C	60960
C7621	C	66000
C7622	C	71400
C7623	C	77280
C7624	C	82500
C7625	C	26700
C7626	C	31980
C7627	C	37800
C7628	C	43680
C7629	C	48900
C7630	C	53700
C7631	C	58740
C7632	C	63540
C7633	C	68520
C7634	C	73920
C7635	C	79200
C7636	C	23400
C7637	C	28860
C7638	C	34560
C7639	C	40020
C7640	C	45720
C7641	C	51300
C7642	C	56400
C7643	C	61200
C7644	C	66900
C7645	C	72300
C7646	C	77400
C7647	C	24120
C7648	C	30000
C7649	C	36000
C7650	C	41100
C7651	C	47160
C7652	C	51900
C7653	C	57120
C7654	C	62340
C7655	C	66900
C7656	C	72900
C7659	C	26400
C7660	C	30900
C7661	C	37200
C7662	C	42720
C7663	C	47940
C7664	C	52800
C7665	C	57660
C7666	C	62640
C7667	C	67500
C7668	C	73200
C7669	C	78600
C7670	C	24300
C7671	C	29760
C7672	C	35460
C7673	C	40740
C7674	C	47400
C7675	C	52500
C7676	C	57600
C7677	C	62400
C7678	C	67800
C7679	C	72780
C7680	C	77880
C7681	C	27000
C7682	C	33300
C7683	C	38400
C7684	C	44520
C7685	C	49260
C7686	C	54900
C7687	C	59700
C7688	C	64740
C7689	C	70500
C7690	C	75900
C7691	C	81240
C7692	C	25200
C7693	C	31440
C7694	C	37800
C7695	C	42780
C7696	C	48000
C7697	C	52860
C7698	C	58140
C7699	C	63000
C7700	C	68580
C7701	C	74340
C7702	C	79260
C7703	C	28200
C7704	C	33960
C7705	C	39720
C7706	C	45300
C7707	C	50760
C7708	C	55800
